Species 1,Species 2,Dist,type
AF054193 Nais barbata_{Nais barbata},JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519841 Nais christinae CE1184_{Nais christinae},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519842 Nais christinae CE1185_{Nais christinae},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519843 Nais christinae CE1263_{Nais christinae},0.1068,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1670,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1681,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519854 Nais sp. morphotype A4 CE2043_{A4},0.1031,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519855 Nais sp. morphotype A4 CE2049_{A4},0.1031,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519856 Nais sp. morphotype A4 CE2087,0.1014,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519865 Nais sp. morphotype A4 CE2910_{A4},0.1086,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519866 Nais sp. morphotype A4 CE2911_{A4},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519867 Nais sp. morphotype A4 CE2912_{A4},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1589,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1469,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1469,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1416,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519879 Nais sp. morphotype A2 CE3787_{A1+2},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519880 Nais sp. morphotype A4 CE3788,0.1031,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519881 Nais sp. morphotype A4 CE3789_{A4},0.1049,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519887 Nais sp. morphotype A3 CE3927_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519888 Nais sp. morphotype A3 CE3947_{A3},0.1451,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519889 Nais sp. morphotype A2 CE3950_{A1+2},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519890 Nais sp. morphotype A4 CE3953_{A4},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519891 Nais elinguis CE4094_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519892 Nais elinguis CE4096_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519893 Nais elinguis CE4099_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519898 Nais elinguis CE595_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1434,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519900 Nais elinguis CE638_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519901 Nais elinguis CE656_{Nais elinguis},0.1699,interspecific
AF054193 Nais barbata_{Nais barbata},JQ519902 Nais elinguis CE856_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN810253 Nais communis N3 295_{Nais communis},0.1469,interspecific
AF054193 Nais barbata_{Nais barbata},LN810258 Nais elinguis N4 277_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN810259 Nais elinguis N4 148_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN810260 Nais elinguis N4 294_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN810261 Nais elinguis N4 292_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN810262 Nais elinguis N4 149_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN810263 Nais elinguis N4 291_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN810264 Nais elinguis N4 276_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN810265 Nais elinguis N4 217_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN810266 Nais elinguis N4 146_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1684,interspecific
AF054193 Nais barbata_{Nais barbata},LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1699,interspecific
AF054193 Nais barbata_{Nais barbata},LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1699,interspecific
AF054193 Nais barbata_{Nais barbata},LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LT598616 Nais elinguis 888_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT598618 Nais elinguis 895_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT598622 Nais elinguis 900_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT598623 Nais elinguis 903_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT598624 Nais elinguis 904_{Nais elinguis},0.1737,interspecific
AF054193 Nais barbata_{Nais barbata},LT598626 Nais elinguis 910_{Nais elinguis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LT598627 Nais elinguis 911_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT903795 Nais communis 992 N9_{Nais communis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT903804 Nais alpina 960 N8_{Nais alpina},0.0944,interspecific
AF054193 Nais barbata_{Nais barbata},LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT903836 Nais communis 983 N9_{Nais communis},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1678,interspecific
AF054193 Nais barbata_{Nais barbata},LT903844 Nais christinae 1029 N11_{Nais christinae},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},LT903845 Nais communis 1030 N9_{Nais communis},0.1626,interspecific
AF054193 Nais barbata_{Nais barbata},LT904770 Nais alpina 1038 N8_{Nais alpina},0.0927,interspecific
AF054193 Nais barbata_{Nais barbata},LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},0.1014,interspecific
AF054193 Nais barbata_{Nais barbata},LT906401 Nais communis 965 N10_{Nais communis},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},0.1084,interspecific
AF054193 Nais barbata_{Nais barbata},MK047674 Nais communis NAIco IUCB_{Nais communis},0.1049,interspecific
AF054193 Nais barbata_{Nais barbata},MW703541 Nais christinae ABWD 32_{Nais christinae},0.1101,interspecific
AF054193 Nais barbata_{Nais barbata},MW770354 Nais communis mitochondrion_{Nais communis},0.1696,interspecific
AF054193 Nais barbata_{Nais barbata},OL374070 Nais pseudobtusa NP_{Nais pseudobtusa},0.1014,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},GU902104 Nais alpina CE529_{Nais alpina},0.0953,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519824 Nais christinae CE1133_{Nais christinae},0.0859,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519837 Nais christinae CE1161_{Nais christinae},0.0859,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519841 Nais christinae CE1184_{Nais christinae},0.0859,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519842 Nais christinae CE1185_{Nais christinae},0.0859,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519843 Nais christinae CE1263_{Nais christinae},0.0898,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1495,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1514,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1526,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1514,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1481,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1553,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1502,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1445,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1500,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1500,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1500,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519891 Nais elinguis CE4094_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519892 Nais elinguis CE4096_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519893 Nais elinguis CE4099_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519898 Nais elinguis CE595_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519900 Nais elinguis CE638_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519901 Nais elinguis CE656_{Nais elinguis},0.1513,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},JQ519902 Nais elinguis CE856_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810258 Nais elinguis N4 277_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810259 Nais elinguis N4 148_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810260 Nais elinguis N4 294_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810261 Nais elinguis N4 292_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810262 Nais elinguis N4 149_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810263 Nais elinguis N4 291_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810264 Nais elinguis N4 276_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810265 Nais elinguis N4 217_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN810266 Nais elinguis N4 146_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1536,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1545,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1574,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1547,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1500,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1561,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1529,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1547,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1525,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1556,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1527,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1500,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598616 Nais elinguis 888_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598618 Nais elinguis 895_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598622 Nais elinguis 900_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598623 Nais elinguis 903_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598624 Nais elinguis 904_{Nais elinguis},0.1550,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598626 Nais elinguis 910_{Nais elinguis},0.1531,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT598627 Nais elinguis 911_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903795 Nais communis 992 N9_{Nais communis},0.1875,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903804 Nais alpina 960 N8_{Nais alpina},0.0953,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903836 Nais communis 983 N9_{Nais communis},0.1828,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1516,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903844 Nais christinae 1029 N11_{Nais christinae},0.0859,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT903845 Nais communis 1030 N9_{Nais communis},0.1828,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},LT904770 Nais alpina 1038 N8_{Nais alpina},0.0953,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},MW703541 Nais christinae ABWD 32_{Nais christinae},0.0890,interspecific
AF534841 Nais variabilis NAIvaov_{Nais variabilis},MW770354 Nais communis mitochondrion_{Nais communis},0.1859,interspecific
AF534842 Nais variabilis NAIvacm_{Nais variabilis},AF534845 Nais communis NAI2fd_{Nais communis},0.1377,interspecific
